timestamp,site,device,interface,utilization_pct,latency_ms,jitter_ms,packet_loss_pct,interface_errors,bgp_flaps,ospf_changes,tunnel_health_pct,traffic_mbps,fault_label
2026-08-16 00:00:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,31.49,12.75,1.65,0.0,0,0,0,100.0,314.9,Normal
2026-08-16 00:01:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.59,11.79,1.46,0.0,0,0,0,100.0,295.85,Normal
2026-08-16 00:02:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,31.94,12.97,1.69,0.0,0,0,0,100.0,319.43,Normal
2026-08-16 00:03:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,34.57,14.28,1.96,0.0,0,0,0,100.0,345.69,Normal
2026-08-16 00:04:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.3,11.65,1.43,0.0,0,0,0,100.0,292.98,Normal
2026-08-16 00:05:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.3,11.65,1.43,0.0,0,0,0,100.0,292.98,Normal
2026-08-16 00:06:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,34.74,14.37,1.97,0.0,0,0,0,100.0,347.38,Normal
2026-08-16 00:07:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,32.3,13.15,1.73,0.0,0,0,0,100.0,323.02,Normal
2026-08-16 00:08:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.59,11.3,1.36,0.0,0,0,0,100.0,285.92,Normal
2026-08-16 00:09:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,31.63,12.81,1.66,0.0,0,0,0,100.0,316.28,Normal
2026-08-16 00:10:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.61,11.3,1.36,0.0,0,0,0,100.0,286.1,Normal
2026-08-16 00:11:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.6,11.3,1.36,0.0,0,0,0,100.0,286.03,Normal
2026-08-16 00:12:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.73,12.36,1.57,0.0,0,0,0,100.0,307.26,Normal
2026-08-16 00:13:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,24.26,9.13,0.93,0.0,0,0,0,100.0,242.6,Normal
2026-08-16 00:14:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,24.83,9.41,0.98,0.0,0,0,0,100.0,248.25,Normal
2026-08-16 00:15:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.31,11.16,1.33,0.0,0,0,0,100.0,283.13,Normal
2026-08-16 00:16:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,26.96,10.48,1.2,0.0,0,0,0,100.0,269.62,Normal
2026-08-16 00:17:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.94,12.47,1.59,0.0,0,0,0,100.0,309.43,Normal
2026-08-16 00:18:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,27.28,10.64,1.23,0.0,0,0,0,100.0,272.76,Normal
2026-08-16 00:19:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,25.76,9.88,1.08,0.0,0,0,0,100.0,257.63,Normal
2026-08-16 00:20:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,34.4,14.2,1.94,0.0,0,0,0,100.0,343.97,Normal
2026-08-16 00:21:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.32,11.66,1.43,0.0,0,0,0,100.0,293.23,Normal
2026-08-16 00:22:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.2,12.1,1.52,0.0,0,0,0,100.0,302.03,Normal
2026-08-16 00:23:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,25.73,9.86,1.07,0.0,0,0,0,100.0,257.26,Normal
2026-08-16 00:24:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.37,11.18,1.34,0.0,0,0,0,100.0,283.67,Normal
2026-08-16 00:25:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.33,12.17,1.53,0.0,0,0,0,100.0,303.33,Normal
2026-08-16 00:26:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,26.55,10.27,1.15,0.0,0,0,0,100.0,265.47,Normal
2026-08-16 00:27:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,31.13,12.56,1.61,0.0,0,0,0,100.0,311.27,Normal
2026-08-16 00:28:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.2,11.1,1.32,0.0,0,0,0,100.0,281.98,Normal
2026-08-16 00:29:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.12,11.56,1.41,0.0,0,0,0,100.0,291.25,Normal
2026-08-16 00:30:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.19,11.1,1.32,0.0,0,0,0,100.0,281.95,Normal
2026-08-16 00:31:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,35.56,14.78,2.06,0.0,0,0,0,100.0,355.57,Normal
2026-08-16 00:32:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.96,11.98,1.5,0.0,0,0,0,100.0,299.6,Normal
2026-08-16 00:33:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,26.83,10.41,1.18,0.0,0,0,0,100.0,268.27,Normal
2026-08-16 00:34:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,32.47,13.23,1.75,0.0,0,0,0,100.0,324.68,Normal
2026-08-16 00:35:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,26.34,10.17,1.13,0.0,0,0,0,100.0,263.37,Normal
2026-08-16 00:36:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.63,12.31,1.56,0.0,0,0,0,100.0,306.27,Normal
2026-08-16 00:37:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,24.12,9.06,0.91,0.0,0,0,0,100.0,241.21,Normal
2026-08-16 00:38:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,26.02,10.01,1.1,0.0,0,0,0,100.0,260.15,Normal
2026-08-16 00:39:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.59,12.3,1.56,0.0,0,0,0,100.0,305.91,Normal
2026-08-16 00:40:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,32.22,13.11,1.72,0.0,0,0,0,100.0,322.15,Normal
2026-08-16 00:41:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.51,12.26,1.55,0.0,0,0,0,100.0,305.14,Normal
2026-08-16 00:42:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.65,11.83,1.47,0.0,0,0,0,100.0,296.53,Normal
2026-08-16 00:43:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.1,11.55,1.41,0.0,0,0,0,100.0,290.97,Normal
2026-08-16 00:44:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,25.56,9.78,1.06,0.0,0,0,0,100.0,255.64,Normal
2026-08-16 00:45:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,27.84,10.92,1.28,0.0,0,0,0,100.0,278.4,Normal
2026-08-16 00:46:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.62,11.31,1.36,0.0,0,0,0,100.0,286.18,Normal
2026-08-16 00:47:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,33.17,13.59,1.82,0.0,0,0,0,100.0,331.71,Normal
2026-08-16 00:48:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,31.03,12.52,1.6,0.0,0,0,0,100.0,310.31,Normal
2026-08-16 00:49:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,24.71,9.36,0.97,0.0,0,0,0,100.0,247.11,Normal
2026-08-16 00:50:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.97,12.49,1.6,0.0,0,0,0,100.0,309.72,Normal
2026-08-16 00:51:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.84,11.42,1.38,0.0,0,0,0,100.0,288.45,Normal
2026-08-16 00:52:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,27.97,10.98,1.3,0.0,0,0,0,100.0,279.69,Normal
2026-08-16 00:53:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,31.84,12.92,1.68,0.0,0,0,0,100.0,318.35,Normal
2026-08-16 00:54:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,33.09,13.55,1.81,0.0,0,0,0,100.0,330.93,Normal
2026-08-16 00:55:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,32.79,13.4,1.78,0.0,0,0,0,100.0,327.94,Normal
2026-08-16 00:56:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,27.48,10.74,1.25,0.0,0,0,0,100.0,274.82,Normal
2026-08-16 00:57:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.07,11.54,1.41,0.0,0,0,0,100.0,290.72,Normal
2026-08-16 00:58:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.99,12.5,1.6,0.0,0,0,0,100.0,309.94,Normal
2026-08-16 00:59:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,32.93,13.46,1.79,0.0,0,0,0,100.0,329.27,Normal
2026-08-16 01:00:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.56,11.28,1.36,0.0,0,0,0,100.0,285.62,Normal
2026-08-16 01:01:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.44,11.72,1.44,0.0,0,0,0,100.0,294.43,Normal
2026-08-16 01:02:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,26.68,10.34,1.17,0.0,0,0,0,100.0,266.81,Normal
2026-08-16 01:03:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,26.41,10.21,1.14,0.0,0,0,0,100.0,264.11,Normal
2026-08-16 01:04:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,32.44,13.22,1.74,0.0,0,0,0,100.0,324.38,Normal
2026-08-16 01:05:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,34.07,14.03,1.91,0.0,0,0,0,100.0,340.69,Normal
2026-08-16 01:06:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.78,11.89,1.48,0.0,0,0,0,100.0,297.84,Normal
2026-08-16 01:07:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,33.01,13.51,1.8,0.0,0,0,0,100.0,330.11,Normal
2026-08-16 01:08:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,31.08,12.54,1.61,0.0,0,0,0,100.0,310.85,Normal
2026-08-16 01:09:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.06,11.03,1.31,0.0,0,0,0,100.0,280.65,Normal
2026-08-16 01:10:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,31.08,12.54,1.61,0.0,0,0,0,100.0,310.84,Normal
2026-08-16 01:11:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,34.61,14.31,1.96,0.0,0,0,0,100.0,346.14,Normal
2026-08-16 01:12:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.89,11.95,1.49,0.0,0,0,0,100.0,298.93,Normal
2026-08-16 01:13:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,34.69,14.35,1.97,0.0,0,0,0,100.0,346.94,Normal
2026-08-16 01:14:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,22.14,8.07,0.71,0.0,0,0,0,100.0,221.41,Normal
2026-08-16 01:15:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,32.47,13.23,1.75,0.0,0,0,0,100.0,324.66,Normal
2026-08-16 01:16:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.26,12.13,1.53,0.0,0,0,0,100.0,302.61,Normal
2026-08-16 01:17:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.1,11.55,1.41,0.0,0,0,0,100.0,291.03,Normal
2026-08-16 01:18:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.28,12.14,1.53,0.0,0,0,0,100.0,302.75,Normal
2026-08-16 01:19:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,24.04,9.02,0.9,0.0,0,0,0,100.0,240.37,Normal
2026-08-16 01:20:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.34,11.67,1.43,0.0,0,0,0,100.0,293.41,Normal
2026-08-16 01:21:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,31.07,12.54,1.61,0.0,0,0,0,100.0,310.71,Normal
2026-08-16 01:22:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,34.43,14.22,1.94,0.0,0,0,0,100.0,344.34,Normal
2026-08-16 01:23:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.45,11.22,1.34,0.0,0,0,0,100.0,284.45,Normal
2026-08-16 01:24:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,27.57,10.79,1.26,0.0,0,0,0,100.0,275.75,Normal
2026-08-16 01:25:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.49,11.25,1.35,0.0,0,0,0,100.0,284.95,Normal
2026-08-16 01:26:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,32.75,13.37,1.77,0.0,0,0,0,100.0,327.46,Normal
2026-08-16 01:27:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.99,12.49,1.6,0.0,0,0,0,100.0,309.86,Normal
2026-08-16 01:28:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.41,11.21,1.34,0.0,0,0,0,100.0,284.11,Normal
2026-08-16 01:29:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,31.54,12.77,1.65,0.0,0,0,0,100.0,315.4,Normal
2026-08-16 01:30:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.29,12.15,1.53,0.0,0,0,0,100.0,302.91,Normal
2026-08-16 01:31:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,32.91,13.45,1.79,0.0,0,0,0,100.0,329.06,Normal
2026-08-16 01:32:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,27.89,10.95,1.29,0.0,0,0,0,100.0,278.94,Normal
2026-08-16 01:33:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.02,11.51,1.4,0.0,0,0,0,100.0,290.17,Normal
2026-08-16 01:34:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,28.82,11.41,1.38,0.0,0,0,0,100.0,288.24,Normal
2026-08-16 01:35:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,25.61,9.8,1.06,0.0,0,0,0,100.0,256.09,Normal
2026-08-16 01:36:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.89,12.44,1.59,0.0,0,0,0,100.0,308.88,Normal
2026-08-16 01:37:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.78,12.39,1.58,0.0,0,0,0,100.0,307.83,Normal
2026-08-16 01:38:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,30.02,12.01,1.5,0.0,0,0,0,100.0,300.15,Normal
2026-08-16 01:39:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,29.3,11.65,1.43,0.0,0,0,0,100.0,292.96,Normal
2026-08-16 01:40:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,40.0,15.0,2.0,0.0,0,0,0,100.0,400.0,Progressive Congestion
2026-08-16 01:41:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,40.0,15.0,2.0,0.06,0,0,0,100.0,400.0,Progressive Congestion
2026-08-16 01:42:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,40.41,15.69,2.0,0.12,0,0,0,100.0,404.15,Progressive Congestion
2026-08-16 01:43:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,40.05,15.0,2.0,0.18,0,0,0,100.0,400.45,Progressive Congestion
2026-08-16 01:44:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,41.88,18.99,2.48,0.24,0,0,0,100.0,418.77,Progressive Congestion
2026-08-16 01:45:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,43.56,23.02,3.81,0.5,1,0,0,100.0,435.58,Progressive Congestion
2026-08-16 01:46:00,NYC-HQ,Edge-Router-01,GigabitEthernet0/0/1,47.07,31.63,6.97,1.3,2,0,0,100.0,470.72,Progressive Congestion
